,fips,first_case_date,first_death_date,first_case_week,first_death_week
1054,21113,2020-03-23,,2020-03-23,
1055,21115,2020-04-04,,2020-03-30,
1056,21117,2020-03-19,2020-03-28,2020-03-16,2020-03-23
1057,21119,2020-04-12,,2020-04-06,
1058,21121,2020-04-12,,2020-04-06,
1059,21123,2020-03-29,,2020-03-23,
1060,21125,2020-03-24,2020-04-14,2020-03-23,2020-04-13
1061,21127,2020-03-31,,2020-03-30,
1062,21129,,,,
1063,21131,2020-04-07,,2020-04-06,
1064,21133,2020-04-09,,2020-04-06,
1065,21135,2020-03-31,,2020-03-30,
1066,21137,2020-04-12,2020-04-16,2020-04-06,2020-04-13
1067,21139,2020-04-15,,2020-04-13,
1068,21141,2020-03-24,2020-05-03,2020-03-23,2020-04-27
1069,21143,2020-03-17,2020-04-14,2020-03-16,2020-04-13
1070,21145,2020-03-24,2020-04-07,2020-03-23,2020-04-06
1071,21147,2020-03-29,,2020-03-23,
1072,21149,2020-03-28,2020-04-05,2020-03-23,2020-03-30
1073,21151,2020-03-23,2020-04-05,2020-03-23,2020-03-30
1074,21153,,,,
1075,21155,2020-03-31,,2020-03-30,
1076,21157,2020-03-31,2020-05-02,2020-03-30,2020-04-27
1077,21159,2020-03-23,,2020-03-23,
1078,21161,2020-03-29,,2020-03-23,
1079,21163,2020-04-04,2020-04-14,2020-03-30,2020-04-13
1080,21165,2020-03-23,,2020-03-23,
1081,21167,2020-03-29,,2020-03-23,
1082,21169,2020-04-29,,2020-04-27,
1083,21171,2020-04-09,,2020-04-06,
1084,21173,2020-03-13,,2020-03-09,
1085,21175,2020-04-14,,2020-04-13,
1086,21177,2020-03-23,2020-04-14,2020-03-23,2020-04-13
1087,21179,2020-03-14,,2020-03-09,
1088,21181,2020-03-29,,2020-03-23,
1089,21183,2020-04-04,,2020-03-30,
1090,21185,2020-03-20,,2020-03-16,
1091,21187,2020-04-28,,2020-04-27,
1092,21189,2020-04-14,,2020-04-13,
1093,21191,2020-03-31,,2020-03-30,
1094,21193,2020-04-04,,2020-03-30,
1095,21195,2020-04-04,2020-04-14,2020-03-30,2020-04-13
1096,21197,2020-03-31,,2020-03-30,
1097,21199,2020-03-20,2020-04-03,2020-03-16,2020-03-30
1098,21201,,,,
1099,21203,2020-03-31,,2020-03-30,
1100,21205,2020-04-12,,2020-04-06,
1101,21207,2020-04-04,2020-04-17,2020-03-30,2020-04-13
1102,21209,2020-03-24,,2020-03-23,
1103,21211,2020-03-29,2020-04-14,2020-03-23,2020-04-13
1104,21213,2020-03-24,2020-04-03,2020-03-23,2020-03-30
1105,21215,2020-03-23,,2020-03-23,
1106,21217,2020-03-31,,2020-03-30,
1107,21219,2020-04-09,,2020-04-06,
1108,21221,2020-04-14,,2020-04-13,
1109,21223,2020-04-12,,2020-04-06,
1110,21225,2020-03-29,,2020-03-23,
1111,21227,2020-03-20,2020-05-02,2020-03-16,2020-04-27
1112,21229,2020-03-29,,2020-03-23,
1113,21231,2020-03-29,,2020-03-23,
1114,21233,2020-03-24,,2020-03-23,
1115,21235,2020-04-09,,2020-04-06,
1116,21237,,,,
1117,21239,2020-03-29,2020-04-05,2020-03-23,2020-03-30
1118,22001,2020-03-23,2020-03-27,2020-03-23,2020-03-23
1119,22003,2020-03-23,2020-04-02,2020-03-23,2020-03-30
1120,22005,2020-03-16,2020-03-23,2020-03-16,2020-03-23
1121,22007,2020-03-20,2020-04-07,2020-03-16,2020-04-06
1122,22009,2020-03-21,2020-04-01,2020-03-16,2020-03-30
1123,22011,2020-03-21,2020-04-08,2020-03-16,2020-04-06
1124,22013,2020-03-21,2020-03-25,2020-03-16,2020-03-23
1125,22015,2020-03-14,2020-03-31,2020-03-09,2020-03-30
1126,22017,2020-03-12,2020-03-26,2020-03-09,2020-03-23
1127,22019,2020-03-20,2020-03-24,2020-03-16,2020-03-23
1128,22021,2020-03-29,,2020-03-23,
1129,22023,2020-04-07,,2020-04-06,
1130,22025,2020-03-20,2020-03-20,2020-03-16,2020-03-16
1131,22027,2020-03-21,2020-04-02,2020-03-16,2020-03-30
1132,22029,2020-03-31,2020-04-03,2020-03-30,2020-03-30
1133,22031,2020-03-20,2020-03-26,2020-03-16,2020-03-23
1134,22033,2020-03-17,2020-03-23,2020-03-16,2020-03-23
1135,22035,2020-03-28,,2020-03-23,
1136,22037,2020-03-26,2020-04-08,2020-03-23,2020-04-06
1137,22039,2020-03-21,2020-04-30,2020-03-16,2020-04-27
1138,22041,2020-03-28,2020-04-10,2020-03-23,2020-04-06
1139,22043,2020-03-23,,2020-03-23,
1140,22045,2020-03-12,2020-04-01,2020-03-09,2020-03-30
1141,22047,2020-03-20,2020-03-24,2020-03-16,2020-03-23
1142,22049,2020-03-25,2020-04-28,2020-03-23,2020-04-27
1143,22051,2020-03-12,2020-03-19,2020-03-09,2020-03-16
1144,22053,2020-03-25,2020-04-06,2020-03-23,2020-04-06
1145,22055,2020-03-19,2020-03-28,2020-03-16,2020-03-23
1146,22057,2020-03-14,2020-03-25,2020-03-09,2020-03-23
1147,22059,2020-03-28,,2020-03-23,
1148,22061,2020-03-23,2020-04-17,2020-03-23,2020-04-13
1149,22063,2020-03-20,2020-04-03,2020-03-16,2020-03-30
1150,22065,2020-03-26,,2020-03-23,
1151,22067,2020-03-25,2020-04-10,2020-03-23,2020-04-06
1152,22069,2020-03-23,2020-04-17,2020-03-23,2020-04-13
1153,22071,2020-03-11,2020-03-14,2020-03-09,2020-03-09
1154,22073,2020-03-21,2020-03-23,2020-03-16,2020-03-23
1155,22075,2020-03-19,2020-03-27,2020-03-16,2020-03-23
1156,22077,2020-03-26,2020-04-09,2020-03-23,2020-04-06
1157,22079,2020-03-20,2020-03-23,2020-03-16,2020-03-23
1158,22081,2020-03-29,2020-04-07,2020-03-23,2020-04-06
1159,22083,2020-03-23,2020-05-05,2020-03-23,2020-05-04
1160,22085,2020-03-29,2020-04-28,2020-03-23,2020-04-27
1161,22087,2020-03-16,2020-03-25,2020-03-16,2020-03-23
1162,22089,2020-03-14,2020-03-25,2020-03-09,2020-03-23
1163,22091,2020-03-31,2020-04-16,2020-03-30,2020-04-13
1164,22093,2020-03-19,2020-03-19,2020-03-16,2020-03-16
1165,22095,2020-03-14,2020-03-25,2020-03-09,2020-03-23
1166,22097,2020-03-20,2020-03-30,2020-03-16,2020-03-30
1167,22099,2020-03-24,2020-03-27,2020-03-23,2020-03-23
1168,22101,2020-03-21,2020-04-09,2020-03-16,2020-04-06
1169,22103,2020-03-12,2020-03-24,2020-03-09,2020-03-23
1170,22105,2020-03-20,2020-04-01,2020-03-16,2020-03-30
1171,22107,2020-04-11,,2020-04-06,
1172,22109,2020-03-14,2020-03-27,2020-03-09,2020-03-23
1173,22111,2020-03-25,2020-04-08,2020-03-23,2020-04-06
1174,22113,2020-03-26,2020-03-28,2020-03-23,2020-03-23
1175,22115,2020-03-24,2020-04-14,2020-03-23,2020-04-13
1176,22117,2020-03-17,2020-03-23,2020-03-16,2020-03-23
1177,22119,2020-03-20,2020-03-23,2020-03-16,2020-03-23
1178,22121,2020-03-19,2020-03-23,2020-03-16,2020-03-23
1179,22123,2020-04-06,,2020-04-06,
1180,22125,2020-03-28,2020-04-20,2020-03-23,2020-04-20
1181,22127,2020-03-25,2020-04-05,2020-03-23,2020-03-30
1182,23001,2020-03-12,2020-04-15,2020-03-09,2020-04-13
1183,23003,2020-04-03,,2020-03-30,
1184,23005,2020-03-15,2020-03-27,2020-03-09,2020-03-23
1185,23007,2020-03-26,2020-04-26,2020-03-23,2020-04-20
1186,23009,2020-03-19,,2020-03-16,
1187,23011,2020-03-17,2020-03-31,2020-03-16,2020-03-30
1188,23013,2020-03-16,,2020-03-16,
1189,23015,2020-03-16,,2020-03-16,
1190,23017,2020-03-17,,2020-03-16,
1191,23019,2020-03-18,,2020-03-16,
1192,23021,2020-04-19,,2020-04-13,
1193,23023,2020-03-21,2020-04-10,2020-03-16,2020-04-06
1194,23025,2020-03-29,,2020-03-23,
1195,23027,2020-03-24,2020-04-08,2020-03-23,2020-04-06
1196,23029,2020-04-03,,2020-03-30,
1197,23031,2020-03-17,2020-03-31,2020-03-16,2020-03-30
1198,24001,2020-04-02,2020-04-15,2020-03-30,2020-04-13
1199,24003,2020-03-13,2020-03-31,2020-03-09,2020-03-30
1200,24005,2020-03-12,2020-03-20,2020-03-09,2020-03-16
1201,24009,2020-03-19,2020-04-02,2020-03-16,2020-03-30
1202,24011,2020-03-21,,2020-03-16,
1203,24013,2020-03-13,2020-03-30,2020-03-09,2020-03-30
1204,24015,2020-03-23,2020-04-02,2020-03-23,2020-03-30
1205,24017,2020-03-13,2020-03-29,2020-03-09,2020-03-23
1206,24019,2020-04-01,2020-04-13,2020-03-30,2020-04-13
1207,24021,2020-03-16,2020-04-01,2020-03-16,2020-03-30
1208,24023,2020-03-23,,2020-03-23,
1209,24025,2020-03-08,2020-04-11,2020-03-02,2020-04-06
1210,24027,2020-03-16,2020-03-30,2020-03-16,2020-03-30
1211,24029,2020-03-25,2020-04-15,2020-03-23,2020-04-13
1212,24031,2020-03-06,2020-03-22,2020-03-02,2020-03-16
1213,24033,2020-03-10,2020-03-19,2020-03-09,2020-03-16
1214,24035,2020-03-21,2020-04-15,2020-03-16,2020-04-13
1215,24037,2020-03-22,2020-04-14,2020-03-16,2020-04-13
1216,24039,2020-03-21,2020-04-13,2020-03-16,2020-04-13
1217,24041,2020-03-16,2020-04-08,2020-03-16,2020-04-06
1218,24043,2020-03-22,2020-04-11,2020-03-16,2020-04-06
1219,24045,2020-03-20,2020-03-29,2020-03-16,2020-03-23
1220,24047,2020-03-20,2020-04-28,2020-03-16,2020-04-27
1221,24510,2020-03-15,2020-03-29,2020-03-09,2020-03-23
1222,25001,2020-03-14,2020-03-25,2020-03-09,2020-03-23
1223,25003,2020-03-08,2020-03-27,2020-03-02,2020-03-23
1224,25005,2020-03-14,2020-03-27,2020-03-09,2020-03-23
1225,25007,,,,
1226,25009,2020-03-11,2020-03-26,2020-03-09,2020-03-23
1227,25011,2020-03-18,2020-03-26,2020-03-16,2020-03-23
1228,25013,2020-03-16,2020-03-26,2020-03-16,2020-03-23
1229,25015,2020-03-19,2020-03-31,2020-03-16,2020-03-30
1230,25017,2020-03-06,2020-03-22,2020-03-02,2020-03-16
1231,25019,,,,
1232,25021,2020-03-03,2020-03-25,2020-03-02,2020-03-23
1233,25023,2020-03-16,2020-03-31,2020-03-16,2020-03-30
1234,25025,2020-02-01,2020-03-20,2020-01-27,2020-03-16
1235,25027,2020-03-10,2020-03-25,2020-03-09,2020-03-23
1236,26001,2020-04-15,2020-04-30,2020-04-13,2020-04-27
1237,26003,,,,
1238,26005,2020-03-21,2020-04-24,2020-03-16,2020-04-20
1239,26007,2020-04-11,2020-04-18,2020-04-06,2020-04-13
1240,26009,2020-03-30,,2020-03-30,
1241,26011,2020-03-31,2020-04-20,2020-03-30,2020-04-20
1242,26013,2020-05-01,,2020-04-27,
1243,26015,2020-03-21,2020-04-14,2020-03-16,2020-04-13
1244,26017,2020-03-14,2020-04-12,2020-03-09,2020-04-06
1245,26019,2020-04-05,,2020-03-30,
1246,26021,2020-03-21,2020-03-31,2020-03-16,2020-03-30
1247,26023,2020-03-31,2020-04-05,2020-03-30,2020-03-30
1248,26025,2020-03-21,2020-04-03,2020-03-16,2020-03-30
1249,26027,2020-03-26,2020-03-31,2020-03-23,2020-03-30
1250,26029,2020-03-14,2020-04-04,2020-03-09,2020-03-30
1251,26031,2020-03-29,2020-04-05,2020-03-23,2020-03-30
1252,26033,2020-03-23,2020-04-10,2020-03-23,2020-04-06
1253,26035,2020-03-21,2020-04-10,2020-03-16,2020-04-06
1254,26037,2020-03-19,2020-04-02,2020-03-16,2020-03-30
1255,26039,2020-03-27,2020-04-07,2020-03-23,2020-04-06
1256,26041,2020-03-30,2020-04-09,2020-03-30,2020-04-06
1257,26043,2020-04-02,2020-04-03,2020-03-30,2020-03-30
1258,26045,2020-03-19,2020-04-02,2020-03-16,2020-03-30
1259,26047,2020-03-22,2020-04-01,2020-03-16,2020-03-30
1260,26049,2020-03-20,2020-03-26,2020-03-16,2020-03-23
1261,26051,2020-03-22,2020-04-20,2020-03-16,2020-04-20
1262,26053,2020-03-27,2020-03-27,2020-03-23,2020-03-23
1263,26055,2020-03-22,2020-04-02,2020-03-16,2020-03-30
1264,26057,2020-03-27,2020-04-19,2020-03-23,2020-04-13
1265,26059,2020-03-24,2020-03-29,2020-03-23,2020-03-23
1266,26061,2020-03-30,,2020-03-30,
1267,26063,2020-03-27,2020-04-20,2020-03-23,2020-04-20
1268,26065,2020-03-13,2020-03-27,2020-03-09,2020-03-23
1269,26067,2020-03-26,2020-04-07,2020-03-23,2020-04-06
1270,26069,2020-03-25,2020-04-04,2020-03-23,2020-03-30
1271,26071,,,,
1272,26073,2020-03-24,2020-03-29,2020-03-23,2020-03-23
1273,26075,2020-03-17,2020-03-29,2020-03-16,2020-03-23
1274,26077,2020-03-23,2020-03-30,2020-03-23,2020-03-30
1275,26079,2020-03-24,2020-03-31,2020-03-23,2020-03-30
1276,26081,2020-03-13,2020-03-22,2020-03-09,2020-03-16
1277,26083,,,,
1278,26085,2020-04-11,,2020-04-06,
1279,26087,2020-03-24,2020-04-07,2020-03-23,2020-04-06
1280,26089,2020-03-17,,2020-03-16,
1281,26091,2020-03-25,2020-04-27,2020-03-23,2020-04-27
1282,26093,2020-03-19,2020-03-25,2020-03-16,2020-03-23
1283,26095,2020-03-25,,2020-03-23,
1284,26097,2020-04-01,,2020-03-30,
1285,26099,2020-03-14,2020-03-22,2020-03-09,2020-03-16
1286,26101,2020-03-24,,2020-03-23,
1287,26103,2020-03-24,2020-04-04,2020-03-23,2020-03-30
1288,26105,2020-04-07,,2020-04-06,
1289,26107,2020-03-26,2020-03-26,2020-03-23,2020-03-23
1290,26109,2020-04-10,,2020-04-06,
1291,26111,2020-03-19,2020-04-08,2020-03-16,2020-04-06
1292,26113,2020-03-26,2020-03-28,2020-03-23,2020-03-23
1293,26115,2020-03-15,2020-04-09,2020-03-09,2020-04-06
1294,26117,2020-03-13,2020-04-07,2020-03-09,2020-04-06
1295,26119,2020-04-13,,2020-04-13,
1296,26121,2020-03-23,2020-03-27,2020-03-23,2020-03-23
1297,26123,2020-03-23,,2020-03-23,
1298,26125,2020-03-11,2020-03-21,2020-03-09,2020-03-16
1299,26127,2020-03-26,2020-04-08,2020-03-23,2020-04-06
1300,26129,2020-03-26,,2020-03-23,
1301,26131,2020-04-05,,2020-03-30,
1302,26133,2020-03-28,,2020-03-23,
1303,26135,2020-03-31,2020-04-20,2020-03-30,2020-04-20
1304,26137,2020-03-17,2020-04-04,2020-03-16,2020-03-30
1305,26139,2020-03-16,2020-04-09,2020-03-16,2020-04-06
1306,26141,2020-04-03,,2020-03-30,
1307,26143,2020-03-22,,2020-03-16,
1308,26145,2020-03-21,2020-04-06,2020-03-16,2020-04-06
1309,26147,2020-03-13,2020-04-04,2020-03-09,2020-03-30
1310,26149,2020-03-30,2020-04-13,2020-03-30,2020-04-13
1311,26151,2020-03-25,2020-04-01,2020-03-23,2020-03-30
1312,26153,2020-03-31,,2020-03-30,
1313,26155,2020-03-26,2020-04-12,2020-03-23,2020-04-06
1314,26157,2020-03-22,2020-03-26,2020-03-16,2020-03-23
1315,26159,2020-03-25,2020-04-02,2020-03-23,2020-03-30
1316,26161,2020-03-13,2020-03-24,2020-03-09,2020-03-23
1317,26163,2020-03-11,2020-03-18,2020-03-09,2020-03-16
1318,26165,2020-03-21,2020-04-11,2020-03-16,2020-04-06
1319,27001,2020-04-17,,2020-04-13,
1320,27003,2020-03-11,2020-04-17,2020-03-09,2020-04-13
1321,27005,2020-04-12,,2020-04-06,
1322,27007,2020-03-27,,2020-03-23,
1323,27009,2020-03-16,2020-05-01,2020-03-16,2020-04-27
1324,27011,2020-03-23,,2020-03-23,
1325,27013,2020-03-18,,2020-03-16,
1326,27015,2020-03-31,2020-04-10,2020-03-30,2020-04-06
1327,27017,2020-03-31,,2020-03-30,
1328,27019,2020-03-09,,2020-03-09,
1329,27021,2020-03-22,,2020-03-16,
1330,27023,2020-04-20,,2020-04-20,
1331,27025,2020-03-20,2020-04-04,2020-03-16,2020-03-30
1332,27027,2020-03-20,2020-04-15,2020-03-16,2020-04-13
1333,27029,2020-03-28,,2020-03-23,
1334,27031,,,,
1335,27033,2020-03-29,,2020-03-23,
1336,27035,2020-04-01,2020-04-28,2020-03-30,2020-04-27
1337,27037,2020-03-12,2020-04-04,2020-03-09,2020-03-30
1338,27039,2020-03-21,,2020-03-16,
1339,27041,2020-03-29,,2020-03-23,
1340,27043,2020-03-27,,2020-03-23,
1341,27045,2020-03-23,2020-04-23,2020-03-23,2020-04-20
1342,27047,2020-04-01,,2020-03-30,
1343,27049,2020-03-25,,2020-03-23,
1344,27051,2020-05-02,,2020-04-27,
1345,27053,2020-03-12,2020-03-28,2020-03-09,2020-03-23
1346,27055,2020-04-05,,2020-03-30,
1347,27057,,,,
1348,27059,2020-03-29,,2020-03-23,
1349,27061,2020-03-30,,2020-03-30,
1350,27063,2020-03-21,,2020-03-16,
1351,27065,2020-05-01,,2020-04-27,
1352,27067,2020-03-26,2020-04-28,2020-03-23,2020-04-27
1353,27069,2020-04-18,,2020-04-13,
1354,27071,2020-04-02,,2020-03-30,
1355,27073,2020-03-28,,2020-03-23,
1356,27075,,,,
1357,27077,,,,
1358,27079,2020-03-22,,2020-03-16,
1359,27081,2020-03-27,,2020-03-23,
1360,27083,2020-03-31,,2020-03-30,
1361,27085,2020-04-04,,2020-03-30,
1362,27087,2020-03-27,2020-05-06,2020-03-23,2020-05-04
1363,27089,2020-04-19,,2020-04-13,
1364,27091,2020-03-18,2020-03-28,2020-03-16,2020-03-23
1365,27093,2020-03-30,,2020-03-30,
1366,27095,2020-04-17,2020-04-19,2020-04-13,2020-04-13
1367,27097,2020-04-19,,2020-04-13,
1368,27099,2020-03-19,,2020-03-16,
1369,27101,2020-04-06,,2020-04-06,
1370,27103,2020-03-18,2020-04-11,2020-03-16,2020-04-06
1371,27105,2020-04-10,2020-04-22,2020-04-06,2020-04-20
1372,27107,2020-04-15,,2020-04-13,
1373,27109,2020-03-11,2020-04-03,2020-03-09,2020-03-30
1374,27111,2020-03-29,,2020-03-23,
1375,27113,2020-04-21,,2020-04-20,
1376,27115,2020-04-10,,2020-04-06,
1377,27117,2020-04-05,,2020-03-30,
1378,27119,2020-04-04,,2020-03-30,
1379,27121,2020-05-05,,2020-05-04,
1380,27123,2020-03-06,2020-03-21,2020-03-02,2020-03-16
1381,27125,2020-04-12,,2020-04-06,
1382,27127,2020-04-06,,2020-04-06,
1383,27129,2020-03-14,,2020-03-09,
1384,27131,2020-03-19,2020-04-17,2020-03-16,2020-04-13
1385,27133,2020-04-12,,2020-04-06,
1386,27135,2020-04-08,,2020-04-06,
1387,27137,2020-03-21,2020-04-09,2020-03-16,2020-04-06
1388,27139,2020-03-18,2020-04-04,2020-03-16,2020-03-30
1389,27141,2020-03-23,2020-05-05,2020-03-23,2020-05-04
1390,27143,2020-03-26,,2020-03-23,
1391,27145,2020-03-12,2020-05-04,2020-03-09,2020-05-04
1392,27147,2020-03-21,,2020-03-16,
1393,27149,,,,
1394,27151,2020-04-07,,2020-04-06,
1395,27153,2020-04-12,,2020-04-06,
1396,27155,2020-03-31,,2020-03-30,
1397,27157,2020-03-21,,2020-03-16,
1398,27159,2020-03-19,,2020-03-16,
1399,27161,2020-03-16,,2020-03-16,
1400,27163,2020-03-16,2020-04-05,2020-03-16,2020-03-30
1401,27165,2020-03-30,,2020-03-30,
1402,27167,2020-03-26,2020-04-08,2020-03-23,2020-04-06
1403,27169,2020-03-25,2020-04-04,2020-03-23,2020-03-30
1404,27171,2020-03-13,2020-04-11,2020-03-09,2020-04-06
1405,27173,2020-04-01,,2020-03-30,
1406,28001,2020-03-20,2020-04-09,2020-03-16,2020-04-06
1407,28003,2020-03-28,2020-04-29,2020-03-23,2020-04-27
1408,28005,2020-03-25,2020-03-31,2020-03-23,2020-03-30
1409,28007,2020-03-22,2020-05-02,2020-03-16,2020-04-27
1410,28009,2020-03-26,,2020-03-23,
1411,28011,2020-03-18,2020-03-31,2020-03-16,2020-03-30
1412,28013,2020-03-25,2020-04-02,2020-03-23,2020-03-30
1413,28015,2020-03-29,2020-04-16,2020-03-23,2020-04-13
1414,28017,2020-03-22,2020-04-02,2020-03-16,2020-03-30
1415,28019,2020-03-24,2020-04-05,2020-03-23,2020-03-30
1416,28021,2020-03-29,,2020-03-23,
1417,28023,2020-03-28,2020-04-08,2020-03-23,2020-04-06
1418,28025,2020-03-21,2020-04-17,2020-03-16,2020-04-13
1419,28027,2020-03-18,2020-04-04,2020-03-16,2020-03-30
1420,28029,2020-03-14,2020-04-16,2020-03-09,2020-04-13
1421,28031,2020-03-28,,2020-03-23,
1422,28033,2020-03-18,2020-03-28,2020-03-16,2020-03-23
1423,28035,2020-03-12,2020-04-02,2020-03-09,2020-03-30
1424,28037,2020-03-20,2020-04-25,2020-03-16,2020-04-20
1425,28039,2020-03-21,2020-04-18,2020-03-16,2020-04-13
1426,28041,2020-04-06,2020-04-24,2020-04-06,2020-04-20
1427,28043,2020-03-21,2020-05-03,2020-03-16,2020-04-27
1428,28045,2020-03-16,2020-03-19,2020-03-16,2020-03-16
1429,28047,2020-03-17,2020-03-27,2020-03-16,2020-03-23
1430,28049,2020-03-16,2020-04-08,2020-03-16,2020-04-06
1431,28051,2020-03-19,2020-03-25,2020-03-16,2020-03-23
1432,28053,2020-03-20,2020-04-01,2020-03-16,2020-03-30
1433,28055,,,,
1434,28057,2020-03-22,2020-04-17,2020-03-16,2020-04-13
1435,28059,2020-03-17,2020-04-02,2020-03-16,2020-03-30
1436,28061,2020-04-01,2020-04-17,2020-03-30,2020-04-13
1437,28063,2020-03-27,,2020-03-23,
1438,28065,2020-04-09,2020-04-13,2020-04-06,2020-04-13
1439,28067,2020-03-19,2020-04-26,2020-03-16,2020-04-20
1440,28069,2020-03-27,2020-04-26,2020-03-23,2020-04-20
1441,28071,2020-03-19,2020-03-31,2020-03-16,2020-03-30
1442,28073,2020-03-23,2020-04-07,2020-03-23,2020-04-06
1443,28075,2020-03-26,2020-04-04,2020-03-23,2020-03-30
1444,28077,2020-03-20,,2020-03-16,
1445,28079,2020-03-22,2020-04-14,2020-03-16,2020-04-13
1446,28081,2020-03-20,2020-03-28,2020-03-16,2020-03-23
1447,28083,2020-03-13,2020-03-31,2020-03-09,2020-03-30
1448,28085,2020-03-22,2020-04-07,2020-03-16,2020-04-06
1449,28087,2020-03-22,2020-04-17,2020-03-16,2020-04-13
1450,28089,2020-03-19,2020-04-06,2020-03-16,2020-04-06
1451,28091,2020-03-23,2020-04-19,2020-03-23,2020-04-13
1452,28093,2020-03-20,2020-04-03,2020-03-16,2020-03-30
1453,28095,2020-03-16,2020-04-03,2020-03-16,2020-03-30
1454,28097,2020-03-22,2020-03-31,2020-03-16,2020-03-30
1455,28099,2020-03-27,2020-04-14,2020-03-23,2020-04-13
1456,28101,2020-03-24,,2020-03-23,
1457,28103,2020-03-24,2020-05-02,2020-03-23,2020-04-27
1458,28105,2020-03-22,2020-04-07,2020-03-16,2020-04-06
1459,28107,2020-03-22,2020-03-31,2020-03-16,2020-03-30
1460,28109,2020-03-14,2020-04-04,2020-03-09,2020-03-30
1461,28111,2020-03-18,2020-03-28,2020-03-16,2020-03-23
1462,28113,2020-03-20,2020-04-08,2020-03-16,2020-04-06
1463,28115,2020-03-22,2020-04-03,2020-03-16,2020-03-30
1464,28117,2020-03-25,2020-04-25,2020-03-23,2020-04-20
1465,28119,2020-03-26,,2020-03-23,
1466,28121,2020-03-20,2020-03-26,2020-03-16,2020-03-23
1467,28123,2020-03-22,2020-05-02,2020-03-16,2020-04-27
1468,28125,2020-03-27,,2020-03-23,
1469,28127,2020-03-22,,2020-03-16,
1470,28129,2020-03-19,2020-04-10,2020-03-16,2020-04-06
1471,28131,2020-04-05,,2020-03-30,
1472,28133,2020-03-22,2020-03-28,2020-03-16,2020-03-23
1473,28135,2020-03-23,2020-04-17,2020-03-23,2020-04-13
1474,28137,2020-03-22,,2020-03-16,
1475,28139,2020-03-20,2020-03-27,2020-03-16,2020-03-23
1476,28141,2020-03-31,,2020-03-30,
1477,28143,2020-03-22,2020-03-26,2020-03-16,2020-03-23
1478,28145,2020-03-22,2020-04-11,2020-03-16,2020-04-06
1479,28147,2020-03-19,,2020-03-16,
1480,28149,2020-03-29,2020-04-15,2020-03-23,2020-04-13
1481,28151,2020-03-22,2020-04-08,2020-03-16,2020-04-06
1482,28153,2020-04-02,,2020-03-30,
1483,28155,2020-03-20,2020-03-25,2020-03-16,2020-03-23
1484,28157,2020-03-19,2020-03-26,2020-03-16,2020-03-23
1485,28159,2020-03-19,,2020-03-16,
1486,28161,2020-03-26,,2020-03-23,
1487,28163,2020-03-19,2020-04-03,2020-03-16,2020-03-30
1488,29001,2020-03-21,,2020-03-16,
1489,29003,2020-04-11,,2020-04-06,
1490,29005,2020-03-26,,2020-03-23,
1491,29007,2020-04-21,,2020-04-20,
1492,29009,2020-03-28,,2020-03-23,
1493,29011,,,,
1494,29013,2020-03-22,2020-04-13,2020-03-16,2020-04-13
1495,29015,2020-03-26,,2020-03-23,
1496,29017,2020-03-26,,2020-03-23,
1497,29019,2020-03-17,2020-03-18,2020-03-16,2020-03-16
1498,29021,2020-03-27,2020-04-10,2020-03-23,2020-04-06
1499,29023,2020-04-01,,2020-03-30,
1500,29025,2020-04-01,,2020-03-30,
1501,29027,2020-03-23,2020-04-06,2020-03-23,2020-04-06
1502,29029,2020-03-23,2020-03-29,2020-03-23,2020-03-23
1503,29031,2020-03-25,2020-04-08,2020-03-23,2020-04-06
1504,29033,2020-04-22,,2020-04-20,
1505,29035,2020-03-26,2020-04-06,2020-03-23,2020-04-06
1506,29037,2020-03-17,2020-04-01,2020-03-16,2020-03-30
1507,29039,2020-03-30,,2020-03-30,
1508,29041,2020-03-27,,2020-03-23,
1509,29043,2020-03-19,,2020-03-16,
1510,29045,2020-04-04,,2020-03-30,
1511,29047,2020-03-23,2020-04-07,2020-03-23,2020-04-06
1512,29049,2020-03-23,,2020-03-23,
1513,29051,2020-03-17,2020-04-05,2020-03-16,2020-03-30
1514,29053,2020-03-25,,2020-03-23,
1515,29055,2020-03-30,,2020-03-30,
1516,29057,,,,
1517,29059,2020-04-06,,2020-04-06,
1518,29061,2020-04-17,,2020-04-13,
1519,29063,2020-04-01,,2020-03-30,
1520,29065,,,,
1521,29067,,,,
1522,29069,2020-03-20,2020-04-17,2020-03-16,2020-04-13
1523,29071,2020-03-25,2020-04-06,2020-03-23,2020-04-06
1524,29073,2020-04-01,,2020-03-30,
1525,29075,2020-04-05,,2020-03-30,
1526,29077,2020-03-13,2020-03-24,2020-03-09,2020-03-23
1527,29079,,,,
1528,29081,2020-03-31,,2020-03-30,
1529,29083,2020-03-14,2020-03-29,2020-03-09,2020-03-23
1530,29085,,,,
1531,29087,2020-04-16,,2020-04-13,
1532,29089,2020-04-07,,2020-04-06,
1533,29091,2020-04-02,,2020-03-30,
1534,29093,2020-04-11,,2020-04-06,
1535,29095,2020-03-17,2020-03-20,2020-03-16,2020-03-16
1536,29097,2020-03-21,,2020-03-16,
1537,29099,2020-03-24,2020-04-06,2020-03-23,2020-04-06
1538,29101,2020-03-22,,2020-03-16,
1539,29103,,,,
1540,29105,,,,
1541,29107,2020-03-23,2020-03-31,2020-03-23,2020-03-30
1542,29109,2020-05-05,,2020-05-04,
1543,29111,2020-04-21,2020-04-22,2020-04-20,2020-04-20
1544,29113,2020-03-26,2020-04-08,2020-03-23,2020-04-06
